name	sources	files	one_liner	layer	scope	vertical	status	traction	priority
Candix	Seedcamp	vc-eu.md	AI agents automating recruiting end to end	L3	vertical	HR	active	none visible	normal
Candor	YC W25	yc-2025.md	Agents surfacing and pursuing government funding opportunities	L3	vertical	government procurement	active	none visible	high
Candytrail	YC S25	yc-2025.md	Agents capturing field sales interactions and surfacing coaching	L3	vertical	GTM/sales	active	none visible	high
Canvas	YC F24	yc-2024.md	Claude Code for GTM Engineering	L3	vertical	GTM/sales	active	none visible	high
Capgemini	ext:L4	kp-infra.md	Global SI with agentic AI integration services	L4	horizontal	general	active	Agentic AI Suite (2026)	high
Capsa AI	ext:L3	kp-vertical-b.md	AI operating system for private equity workflows	L3	vertical	finance/accounting	active	$18M Series A (Jun 2026)	normal
Capy	YC F24	yc-2024.md	AI Software Engineer	L3	vertical	software engineering	active	none visible	high
Cardboard	YC W26	yc-2026.md	Agentic video editor	X	horizontal	general	active	none visible	high
Cardinal	YC W26	yc-2026.md	Revenue Agents for GTM teams	L3	vertical	sales	active	none visible	high
Cardinal Gray	YC S23	yc-2023.md	AI agents automating DMV lien filings for lenders	L3	vertical	fintech	active	none visible	normal
Care GP	YC S26	yc-2026.md	AI-native agent suite for GP clinics	L3	vertical	healthcare	active	none visible	high
careCycle	YC W25	yc-2025.md	Voice AI teams for Medicare agencies and FMOs	L3	vertical	healthcare	active	5x conversions, 37% retention lift claimed	high
Careforce	YC F24	yc-2024.md	AI Workers for Healthcare Orgs	L3	vertical	healthcare	active	none visible	high
Caretta	YC W26	yc-2026.md	AI services	L3	vertical	software engineering	active	none visible	high
Cargo	gtm:os	gtm-carry.md	Shared GTM knowledge base grounding workflows and agents for reps	L3	vertical	GTM/sales	active	none visible	normal
Cartage	YC S24	yc-2024.md	Autonomous freight coordination	L3	vertical	logistics	active	Secured $3.3M	high
Cartesia	seed:X	kp-infra.md	Real-time voice generation models for agents	X	horizontal	general	active	$91M raised; 10000+ customers	high
Casca	YC S23	yc-2023.md	AI-native loan origination for small businesses	L3	vertical	fintech	active	none visible	normal
Caseflood.ai	YC W25	yc-2025.md	AI intake and sales team for law firms	L3	vertical	legal	active	$3.2M raised Jul 2025	high
Casey	YC F25	yc-2025.md	Automates insurance submissions into carrier-ready packages	L3	vertical	insurance	active	none visible	high
Cast.app	gtm:cs	gtm-carry.md	Autonomous digital customer-success managers running one-to-many renewal motions	L3	vertical	GTM/sales	active	none visible	normal
Castari	YC F25	yc-2025.md	Deploy sandboxed agents with MCP tools and observability	L1	horizontal	general	active	none visible	high
Catena Labs	ext:L1	kp-infra.md	AI-native bank for agentic commerce payments	L1	horizontal	general	active	$30M Series A (2026)	high
Cekura	YC F24	yc-2024.md	Voice AI and Chat AI agents: Testing and Observability	L1	horizontal	general	active	Raised $2.4M	high
Cellbyte	YC W22	yc-2021-22.md	AI agents for pharma drug launches	L3	vertical	pharma	active	pivot of Glocally	normal
Celonis Process Agents	ext:L5	kp-suites.md	Agents powered by process intelligence (AgentC)	L5	horizontal	general	active	AgentC unveiled October 2024	normal
Cenote	YC W25	yc-2025.md	AI sales reps running win-back campaigns for online health clinics	L3	vertical	healthcare	active	none visible	high
Cerebrium	ext:L1	kp-infra.md	Serverless AI infrastructure for multimodal apps	L1	horizontal	general	active	$8.5M seed (2025)	normal
Certus AI	YC S25	yc-2025.md	Voice AI replacing the restaurant phone line	L3	vertical	restaurants	active	none visible	high
Chamber	YC W26	yc-2026.md	AI teammate for GPU operations	L3	vertical	software engineering	active	none visible	high
Champ	YC S22	yc-2021-22.md	AI SDR running top of B2B sales funnel	L3	vertical	GTM and sales	unknown	none visible	normal
Chasi AI	YC W26	yc-2026.md	AI Concierge for equipment sales and rentals	L3	vertical	sales	active	none visible	high
Chattr	ext:L3	kp-vertical-a.md	Conversational AI hiring agents for frontline jobs	L3	vertical	HR and recruiting	active	$3.7M raised (2022)	normal
Cheiron	Menlo	vc-us-b.md	AI-native operating system for drug development	L3	vertical	pharma	active	Menlo seed 2026	normal
Chorrie	YC F24	yc-2024.md	Turn your SMEs into software engineers	L3	vertical	software engineering	active	none visible	high
Cifrato	YC W25	yc-2025.md	End-to-end accounting workflows executed by AI agents	L3	vertical	accounting	active	none visible	high
Ciro	YC S22	yc-2021-22.md	AI prospecting agent for sales reps	L3	vertical	GTM and sales	active	books 5-8 meetings weekly	normal
Cisco Webex AI Agent	ext:L5	kp-suites.md	Autonomous customer-facing agent in Webex Contact Center	L5	vertical	customer service	active	GA March 2025; uptake undisclosed	normal
ClaimGlide	YC W26	yc-2026.md	Automated prior-auths for healthcare	L3	vertical	healthcare	active	none visible	high
Clarify	Madrona	vc-us-c.md	Autonomous AI-native CRM	L3	vertical	GTM/sales	active	$22.5M raised 2025	normal
Clarium AI	Northzone	vc-eu.md	Task automation agents for hospital departments	L3	vertical	healthcare	active	Series A	normal
Clay	gtm:tofu;seed:L3;Sequoia	gtm-carry.md;kp-vertical-b.md;vc-us-a.md	GTM data and automation infrastructure with Claygent research agent	L3	vertical	GTM/sales	active	created the GTM engineer role	high
Clearly AI	YC S24	yc-2024.md	Automate security and privacy reviews	L3	vertical	security	active	$8.4M seed round	high
Cleric	ext:L3	kp-vertical-a.md	Self-learning AI SRE for production incidents	L3	vertical	IT ops (SRE)	active	Vertex Ventures-backed (2025)	normal
Clicks	YC F25	yc-2025.md	Computer-use agents automating back-office work in existing tools	X	horizontal	general	active	none visible	high
Clientell	Blume	vc-in.md	AI agent executing Salesforce administration tasks	L3	vertical	IT	active	$2.5M seed 2024	normal
Cline	ext:L3	kp-vertical-a.md	Open-source autonomous coding agent for VS Code	L3	vertical	software engineering	active	$32M raised (2025); major open-source adoption	high
Clodo	YC S25	yc-2025.md	Find and reach customers with just a prompt	L3	vertical	GTM/sales	active	none visible	high
Closera	YC S25	yc-2025.md	AI shopping agents for ecommerce stores	L3	vertical	ecommerce	active	none visible	high
cloud humans	YC W21	yc-2021-22.md	GPT-based CX super agent answering support tickets	L3	vertical	customer service	active	$1.2M raised	normal
CloudCruise	YC W24	yc-2024.md	The developer platform for fast and reliable browser agents	L1	horizontal	general	active	$5M Seed	high
Cloudflare Agents SDK	seed:L2	kp-platforms.md	Toolkit for building and deploying agents on Cloudflare Workers	L2	horizontal	general	active	500k weekly downloads Apr 2026	high
Coasts	YC F25	yc-2025.md	Localhost isolation and orchestration for parallel coding agents	L1	horizontal	general	active	none visible	high
Coasty	YC S26	yc-2026.md	Computer-use agent for real software	X	horizontal	general	active	none visible	high
Codag	YC S26	yc-2026.md	Log compression for AI incident agents	L1	horizontal	general	active	none visible	high
Codebuff	YC F24	yc-2024.md	The CLI tool that writes code for you	L3	vertical	software engineering	active	none visible	high
CodeRabbit	ext:L3	kp-vertical-a.md	Autonomous AI code review and change management	L3	vertical	software engineering	active	$143M at $1.5B valuation (2026)	high
Cofactor	seed:L3	kp-vertical-b.md	AI platform fighting insurance claim denials for hospitals	L3	vertical	healthcare	active	$4M seed (Nov 2024)	normal
Cogent	Greylock	vc-us-a.md	AI Agents for Vulnerability Management	L3	vertical	cybersecurity	active	none visible	normal
Cognigy	ext:X;seed:L2;ext:L3;Insight	kp-infra.md;kp-platforms.md;kp-vertical-a.md;vc-us-b.md	Conversational AI platform for contact centers	X	horizontal	general	acquired	$100M Series C (2024)	high
Cognition (Devin)	seed:L3;Conviction;Accel, Founders Fund;Lux, 8VC	kp-vertical-a.md;vc-ai.md;vc-us-a.md;vc-us-c.md	Autonomous AI software engineer Devin	L3	vertical	software engineering	active	$10.2B valuation (2025); acquired Windsurf	high
Cognizant	ext:L4	kp-infra.md	Global SI with agentic AI operations practice	L4	horizontal	general	active	NVIDIA partnership; enterprise agent deployments	high
Cogram	YC W22	yc-2021-22.md	AI platform automating AEC workflows: site reports, RFP bidding	L3	vertical	construction	active	used by leading AEC firms	normal
Cohere Health	ext:L3	kp-vertical-b.md	AI automating prior authorization for health plans	L3	vertical	healthcare	active	$90M Series C (May 2025)	high
Cohere North	ext:L2	kp-platforms.md	Cohere's enterprise agentic AI platform with Agent Studio	L2	horizontal	general	active	GA Aug 2025	normal
Coldreach	YC W23	yc-2023.md	AI SDR monitoring buying signals and automating outbound	L3	vertical	sales	active	none visible	normal
CollectWise	YC F24	yc-2024.md	Automating consumer debt collection with AI	L3	vertical	finance/accounting	active	$500K Seed Stage	high
Colleen AI	ext:L3	kp-vertical-b.md	AI agents for property management operations	L3	vertical	real estate	active	$3.5M seed (2023)	normal
CollegeVine	Menlo	vc-us-b.md	AI agent platform for university operations	L3	vertical	education	active	Menlo Ser C 2025; pivoted to agents 2024	normal
Comena	YC S25	yc-2025.md	Agents automating order processing for industrial distributors	L3	vertical	distribution	active	none visible	high
Command Zero	ext:L3	kp-vertical-b.md	AI-driven SOC investigation platform	L3	vertical	security	active	$31M raised (2024-25)	high
CommodityAI	YC W24	yc-2024.md	AI that automates commodity operations	L3	vertical	commodities	active	none visible	high
Composio	seed:L1;Elevation, Lightspeed;Lightspeed	kp-infra.md;vc-in.md;vc-us-a.md	Open-source tool and integration layer for AI agents	L1	horizontal	general	active	$29M raised; 63 employees (2026)	high
Compresr	YC W26	yc-2026.md	Context compression for Claude Code integration	L1	horizontal	general	active	none visible	high
Compyle	YC F25	yc-2025.md	Coding agent collaborating with you, asking before acting	L3	vertical	software engineering	active	none visible	high
Conductor	YC S24	yc-2024.md	Run a team of coding agents on your Mac	L3	vertical	software engineering	active	$22M Series A from Spark and Matrix	high
Conduit	YC W24	yc-2024.md	AI agents for hospitality	L3	vertical	hospitality	active	none visible	high
Confident AI	YC W25	yc-2025.md	Open-source LLM and agent evaluation platform behind DeepEval	L1	horizontal	general	active	$2.2M seed; 3M+ monthly downloads	high
Confido Health	Blume	vc-in.md	Voice AI digital workers for healthcare front-line operations	L3	vertical	healthcare	active	$3M seed 2024	normal
Console	Thrive	vc-us-c.md	AI agents for IT help desk tasks	L3	vertical	IT/HR	acquired	acquired by Palo Alto Networks ~$500M	normal
Constant	YC W23	yc-2023.md	AI analysts running end-to-end investment workstreams for buy-side teams	L3	vertical	finance	active	none visible	normal
Context	YC S26	yc-2026.md	Structured web data for AI agents	L1	horizontal	general	active	none visible	high
ContextFort	YC S25	yc-2025.md	Visibility and controls for AI browser agents	L1	horizontal	general	active	none visible	high
ContraForce	YC S21	yc-2021-22.md	security platform orchestrating AI agents for security engineering	L3	vertical	security	active	team 15	normal
Contrario	YC W25	yc-2025.md	Network of AI-powered expert recruiters for critical roles	L3	vertical	HR/recruiting	active	none visible	high
Conveo	YC S24	yc-2024.md	Confident decisions in days with AI-led interviews	X	vertical	market research	active	$50M from DST Global, Balderton, Visionaries, 6 Degrees	high
Convergence	ext:X	kp-infra.md	Proxy computer-use agents that learn workflows	X	horizontal	general	active	$12M pre-seed (2024)	normal
Conversica	ext:L3	kp-vertical-b.md	AI revenue digital assistants for sales follow-up	L3	vertical	GTM/sales	active	majority recap led by Morgan Stanley (Jul 2026)	high
ConverzAI	Menlo	vc-us-b.md	Voice AI virtual recruiters for staffing	L3	vertical	recruiting	active	Menlo Ser A 2024	normal
Convexia	YC S25	yc-2025.md	Pharma company run by AI agents buying drugs and running trials	L3	vertical	healthcare	active	none visible	high
Convey	Khosla Ventures	vc-us-a.md	Platform to train, ship, and manage enterprise-grade AI workers	L2	horizontal	general	active	$38.0M Series A	normal
CopilotKit	ext:L2;SignalFire	kp-platforms.md;vc-ai.md	Open-source React framework for building in-app AI agents	L2	horizontal	general	active	$27M Series A May 2026	high
Copy.ai	gtm:tofu;seed:L3	gtm-carry.md;kp-vertical-b.md	GTM AI platform with multi-step work agents; merged into Fullcast	L3	vertical	GTM/sales	pivoted	merged with Fullcast	normal
CopyCat	YC W25	yc-2025.md	Voice AI delivering dermatology biopsy results and scheduling treatment	L3	vertical	healthcare	active	none visible	high
Coral	Z47, Lightspeed	vc-in.md	AI agents automating US healthcare back office	L3	vertical	healthcare	active	$12.5M Series A 2026	normal
CORE	YC S23	yc-2023.md	Persistent memory and actions layer for AI tools	L1	horizontal	general	active	none visible	normal
Corelayer	YC W26	yc-2026.md	AI on-call engineers for production issues	L3	vertical	software engineering	active	none visible	high
Corgea	YC S23	yc-2023.md	AI agents finding and fixing insecure code	L3	vertical	security	active	$2.6M seed	normal
Cortea	Cherry Ventures	vc-eu.md	AI automating financial and IT audits	L3	vertical	finance/accounting	active	$13.9M seed, Jun 2026	normal
Corti	ext:L3	kp-vertical-b.md	Voice AI for healthcare consultations and emergency calls	L3	vertical	healthcare	active	$60M Series B (2023); $87M total	high
Cotera	YC W22	yc-2021-22.md	platform to build AI agents that act across systems	L2	horizontal	general	active	none visible	normal
Coupa AI Agents	ext:L5	kp-suites.md	Agents for spend management and source-to-pay	L5	vertical	procurement	active	launched November 2025; uptake undisclosed	normal
Cova	YC S26	yc-2026.md	AI-Native Home Care Agency	L3	vertical	healthcare	active	none visible	high
Coval	YC S24	yc-2024.md	Simulation & Evaluation for Voice and Chat Agents	L1	horizontal	general	active	$28M Series A	high
Covey	ext:L3	kp-vertical-a.md	AI agents for outbound candidate sourcing and screening	L3	vertical	HR and recruiting	active	none visible	normal
Coze	seed:L2	kp-platforms.md	ByteDance's agent builder; open-sourced Coze Studio	L2	horizontal	general	active	Open-sourced Coze Studio Jul 2025; large China user base	high
Cozmo AI	YC W22	yc-2021-22.md	end-to-end AI agents for property claims	L3	vertical	insurance	active	team 8	normal
