name	sources	files	one_liner	layer	scope	vertical	status	traction	priority	profile_depth	wiki_slug	task_horizon	pricing_model
Box AI Studio	ext:L5	kp-suites.md	Custom agents over enterprise content	L5	horizontal	general	active	none visible	normal			unknown	unknown
Brainbase Labs	YC W24	yc-2024.md	Applied AI research lab enabling the global AI workforce	L1	horizontal	general	active	none visible	high	base	brainbase-labs	persistent	unknown
Braintrust	seed:L1;a16z	kp-infra.md;vc-us-a.md	Evals and data platform for production AI agents	L1	horizontal	general	active	$80M Series B at $800M (2026)	high	deep	braintrust	unknown	usage
Bravi	YC F25	yc-2025.md	AI OS replacing the front office of home services businesses	L3	vertical	home services	active	none visible	high	base	bravi	persistent	platform+subscription
Brickanta	Northzone;YC F25	vc-eu.md;yc-2025.md	AI agents for construction documents and project workflows	L3	vertical	construction	active	Seed funding, 2026	high	deep	brickanta	multi-step	unknown
Brickwise	YC F25	yc-2025.md	AI property manager automating maintenance and tenant communications	L3	vertical	real estate	active	10+ customers	high	base	brickwise	unknown	unknown
Bridgetown Research	Accel, Lightspeed;Lightspeed	vc-in.md;vc-us-a.md	AI agents automating business research and due diligence	L3	vertical	research	active	$19M Series A 2025	high	deep	bridgetown-research	multi-step	usage
Broccoli AI	YC W22	yc-2021-22.md	AI-native OS automating home-service calls and dispatch	L3	vertical	home services	active	team 21	normal			unknown	unknown
Bronco	YC S23	yc-2023.md	AI verification engineers finding bugs in silicon chips	L3	vertical	engineering	active	none visible	normal			unknown	unknown
Browser Use	seed:X;Felicis;YC W25	kp-infra.md;vc-us-c.md;yc-2025.md	Open-source library for browser-controlling agents	X	horizontal	general	active	50000+ GitHub stars; $17M seed (2025)	high	deep	browser-use	multi-step	usage
Browserbase	seed:L1	kp-infra.md	Headless browser infrastructure for AI agents	L1	horizontal	general	active	$40M Series B 2025 at $300M valuation	high	deep	browserbase	multi-step	usage
BrowserBook	YC F24	yc-2024.md	The Browser Automation IDE	L2	horizontal	general	active	Pre-Seed	high	base	browserbook	unknown	unknown
Browserless	ext:X	kp-infra.md	Managed headless Chrome for automation	X	horizontal	general	active	Under $500K raised; bootstrapped	normal			unknown	unknown
BrowserOS	YC S24	yc-2024.md	The Open Source Agentic Browser	X	horizontal	general	active	none visible	high	base	browseros	multi-step	unknown
Bubble Lab	YC W26	yc-2026.md	AI work automation for Slack teams	L2	horizontal	general	active	none visible	high	base	bubble-lab	unknown	unknown
Buildbox	YC S26	yc-2026.md	Agent analytics for real user outcomes	L1	horizontal	general	active	none visible	high	base	buildbox	multi-step	unknown
Bunkerhill Health	ext:L3;Khosla Ventures	kp-vertical-b.md;vc-us-a.md	Agentic AI for hospital operations and patient routing	L3	vertical	healthcare	active	$55M Series B (Jul 2026)	high	deep	bunkerhill-health	multi-step	unknown
burnt	YC S25	yc-2025.md	Agentic operating system for the food supply chain	L3	vertical	logistics	active	none visible	high	base	burnt	unknown	unknown
BusinessOnBot	YC W21	yc-2021-22.md	commerce bots for customer acquisition on WhatsApp	L3	vertical	ecommerce	active	$841.3K raised	normal			unknown	unknown
Buster	YC W24	yc-2024.md	AI platform for analytics engineering	L3	vertical	data & analytics	active	none visible	high	deep	buster	multi-step	unknown
Butter	YC W25	yc-2025.md	LLM proxy recording and replaying agent tool-call trajectories	L1	horizontal	general	active	none visible	high	base	butter	unknown	unknown
Bytebot	YC S21	yc-2021-22.md	open-source container and APIs for computer-use desktop agents	L1	horizontal	general	acquired	none visible	normal			unknown	unknown
ByteDance HiAgent	ext:L2	kp-platforms.md	ByteDance Volcano Engine's enterprise agent building platform	L2	horizontal	general	active	Volcano Engine enterprise adoption; BytePlus AgentKit internationally	normal			unknown	unknown
C3 AI	ext:L2;ext:L5	kp-platforms.md;kp-suites.md	Enterprise agentic AI platform for building and deploying AI agents	L2	horizontal	general	active	Public company; Shell, US Air Force, Holcim customers	high	deep	c3-ai	unknown	unknown
Caddy	YC F25	yc-2025.md	Voice OS that learns your work and acts on your behalf	X	horizontal	general	active	none visible	high	base	caddy	unknown	unknown
Cair Health	YC S23	yc-2023.md	AI agents streamlining medical claims and RCM operations	L3	vertical	healthcare	active	none visible	normal			unknown	unknown
Callback	YC S24	yc-2024.md	AI-native business process outsourcing	L4	horizontal	general	active	none visible	high	deep	callback	multi-step	unknown
Calldesk	Point Nine Capital	vc-eu.md	AI voice agents for customer service call centers	X	vertical	customer service	active	French enterprise deployments; prior VC rounds	normal			unknown	unknown
Calltree	YC W25	yc-2025.md	Enterprise AI support reps for call centers	L3	vertical	customer service	active	none visible	high	base	calltree	multi-step	unknown
Camber	YC W21	yc-2021-22.md	admin and reimbursement automation for healthcare	L3	vertical	healthcare	active	$30M Series B a16z Feb 2025; $50.1M total	high	deep	camber	multi-step	unknown
Cambio	ext:L3	kp-vertical-b.md	Agentic AI for commercial real estate operations	L3	vertical	real estate	active	$18M Series A at $100M (Jan 2026)	normal			unknown	unknown
CambioML	YC S23	yc-2023.md	AI agents automating manual workflows without integrations	L2	horizontal	general	active	none visible	normal			unknown	unknown
CAMEL	seed:OSS	kp-infra.md	Multi-agent research framework from CAMEL-AI	L2	horizontal	general	active	12000+ GitHub stars	normal			unknown	unknown
camelAI	YC W24	yc-2024.md	AI Business Intelligence agent	L3	vertical	data & analytics	active	none visible	high	deep	camelai	persistent	usage
camfer	YC S24	yc-2024.md	Building the world’s first AI mechanical engineer	L3	vertical	engineering	active	none visible	high	base	camfer	unknown	unknown
Candix	Seedcamp	vc-eu.md	AI agents automating recruiting end to end	L3	vertical	HR	active	none visible	normal			unknown	unknown
Candor	YC W25	yc-2025.md	Agents surfacing and pursuing government funding opportunities	L3	vertical	government procurement	active	none visible	high	base	candor	multi-step	unknown
Candytrail	YC S25	yc-2025.md	Agents capturing field sales interactions and surfacing coaching	L3	vertical	GTM/sales	active	none visible	high	base	candytrail	unknown	unknown
Canvas	YC F24	yc-2024.md	Claude Code for GTM Engineering	L3	vertical	GTM/sales	active	none visible	high	base	canvas	unknown	unknown
Capgemini	ext:L4	kp-infra.md	Global SI with agentic AI integration services	L4	horizontal	general	active	Agentic AI Suite (2026)	high	deep	capgemini	persistent	unknown
Capsa AI	ext:L3	kp-vertical-b.md	AI operating system for private equity workflows	L3	vertical	finance/accounting	active	$18M Series A (Jun 2026)	normal			unknown	unknown
Capy	YC F24	yc-2024.md	AI Software Engineer	L3	vertical	software engineering	active	none visible	high	base	capy	unknown	unknown
Cardboard	YC W26	yc-2026.md	Agentic video editor	X	horizontal	general	active	none visible	high	base	cardboard	unknown	unknown
Cardinal	YC W26	yc-2026.md	Revenue Agents for GTM teams	L3	vertical	sales	active	none visible	high	base	cardinal	unknown	unknown
Cardinal Gray	YC S23	yc-2023.md	AI agents automating DMV lien filings for lenders	L3	vertical	fintech	active	none visible	normal			unknown	unknown
Care GP	YC S26	yc-2026.md	AI-native agent suite for GP clinics	L3	vertical	healthcare	active	none visible	high	base	care-gp	unknown	unknown
careCycle	YC W25	yc-2025.md	Voice AI teams for Medicare agencies and FMOs	L3	vertical	healthcare	active	5x conversions, 37% retention lift claimed	high	base	carecycle	multi-step	unknown
Careforce	YC F24	yc-2024.md	AI Workers for Healthcare Orgs	L3	vertical	healthcare	active	none visible	high	base	careforce	multi-step	unknown
Caretta	YC W26	yc-2026.md	AI services	L3	vertical	software engineering	active	none visible	high	base	caretta	unknown	unknown
Cargo	gtm:os	gtm-carry.md	Shared GTM knowledge base grounding workflows and agents for reps	L3	vertical	GTM/sales	active	none visible	normal			unknown	unknown
Cartage	YC S24	yc-2024.md	Autonomous freight coordination	L3	vertical	logistics	active	Secured $3.3M	high	deep	cartage	persistent	unknown
Cartesia	seed:X	kp-infra.md	Real-time voice generation models for agents	X	horizontal	general	active	$91M raised; 10000+ customers	high	deep	cartesia	multi-step	usage
Casca	YC S23	yc-2023.md	AI-native loan origination for small businesses	L3	vertical	fintech	active	none visible	normal			unknown	unknown
Caseflood.ai	YC W25	yc-2025.md	AI intake and sales team for law firms	L3	vertical	legal	active	$3.2M raised Jul 2025	high	base	caseflood-ai	unknown	unknown
Casey	YC F25	yc-2025.md	Automates insurance submissions into carrier-ready packages	L3	vertical	insurance	active	none visible	high	base	casey	unknown	unknown
Cast.app	gtm:cs	gtm-carry.md	Autonomous digital customer-success managers running one-to-many renewal motions	L3	vertical	GTM/sales	active	none visible	normal			unknown	unknown
Castari	YC F25	yc-2025.md	Deploy sandboxed agents with MCP tools and observability	L1	horizontal	general	active	none visible	high	base	castari	unknown	unknown
Catena Labs	ext:L1	kp-infra.md	AI-native bank for agentic commerce payments	L1	horizontal	general	active	$30M Series A (2026)	high	deep	catena-labs	persistent	unknown
Cekura	YC F24	yc-2024.md	Voice AI and Chat AI agents: Testing and Observability	L1	horizontal	general	active	Raised $2.4M	high	base	cekura	multi-step	unknown
Cellbyte	YC W22	yc-2021-22.md	AI agents for pharma drug launches	L3	vertical	pharma	active	pivot of Glocally	normal			unknown	unknown
Celonis Process Agents	ext:L5	kp-suites.md	Agents powered by process intelligence (AgentC)	L5	horizontal	general	active	AgentC unveiled October 2024	normal			unknown	unknown
Cenote	YC W25	yc-2025.md	AI sales reps running win-back campaigns for online health clinics	L3	vertical	healthcare	active	none visible	high	base	cenote	long-horizon	unknown
Cerebrium	ext:L1	kp-infra.md	Serverless AI infrastructure for multimodal apps	L1	horizontal	general	active	$8.5M seed (2025)	normal			unknown	unknown
Certus AI	YC S25	yc-2025.md	Voice AI replacing the restaurant phone line	L3	vertical	restaurants	active	none visible	high	base	certus-ai	multi-step	unknown
Chamber	YC W26	yc-2026.md	AI teammate for GPU operations	L3	vertical	software engineering	active	none visible	high	base	chamber	unknown	unknown
Champ	YC S22	yc-2021-22.md	AI SDR running top of B2B sales funnel	L3	vertical	GTM and sales	unknown	none visible	normal			unknown	unknown
Chasi AI	YC W26	yc-2026.md	AI Concierge for equipment sales and rentals	L3	vertical	sales	active	none visible	high	base	chasi-ai	unknown	unknown
Chattr	ext:L3	kp-vertical-a.md	Conversational AI hiring agents for frontline jobs	L3	vertical	HR and recruiting	active	$3.7M raised (2022)	normal			unknown	unknown
Cheiron	Menlo	vc-us-b.md	AI-native operating system for drug development	L3	vertical	pharma	active	Menlo seed 2026	normal			unknown	unknown
Chorrie	YC F24	yc-2024.md	Turn your SMEs into software engineers	L3	vertical	software engineering	active	none visible	high	base	chorrie	unknown	unknown
Cifrato	YC W25	yc-2025.md	End-to-end accounting workflows executed by AI agents	L3	vertical	accounting	active	none visible	high	base	cifrato	unknown	unknown
Ciro	YC S22	yc-2021-22.md	AI prospecting agent for sales reps	L3	vertical	GTM and sales	active	books 5-8 meetings weekly	normal			unknown	unknown
Cisco Webex AI Agent	ext:L5	kp-suites.md	Autonomous customer-facing agent in Webex Contact Center	L5	vertical	customer service	active	GA March 2025; uptake undisclosed	normal			unknown	unknown
ClaimGlide	YC W26	yc-2026.md	Automated prior-auths for healthcare	L3	vertical	healthcare	active	none visible	high	base	claimglide	multi-step	unknown
Clarify	Madrona	vc-us-c.md	Autonomous AI-native CRM	L3	vertical	GTM/sales	active	$22.5M raised 2025	normal			unknown	unknown
Clarium AI	Northzone	vc-eu.md	Task automation agents for hospital departments	L3	vertical	healthcare	active	Series A	normal			unknown	unknown
Clay	gtm:tofu;seed:L3;Sequoia	gtm-carry.md;kp-vertical-b.md;vc-us-a.md	GTM data and automation infrastructure with Claygent research agent	L3	vertical	GTM/sales	active	created the GTM engineer role	high	deep	clay	persistent	usage
Clearly AI	YC S24	yc-2024.md	Automate security and privacy reviews	L3	vertical	security	active	$8.4M seed round	high	base	clearly-ai	unknown	unknown
Cleric	ext:L3	kp-vertical-a.md	Self-learning AI SRE for production incidents	L3	vertical	IT ops (SRE)	active	Vertex Ventures-backed (2025)	normal			unknown	unknown
Clicks	YC F25	yc-2025.md	Computer-use agents automating back-office work in existing tools	X	horizontal	general	active	none visible	high	base	clicks	unknown	unknown
Clientell	Blume	vc-in.md	AI agent executing Salesforce administration tasks	L3	vertical	IT	active	$2.5M seed 2024	normal			unknown	unknown
Cline	ext:L3	kp-vertical-a.md	Open-source autonomous coding agent for VS Code	L3	vertical	software engineering	active	$32M raised (2025); major open-source adoption	high	deep	cline	multi-step	platform+subscription
Clodo	YC S25	yc-2025.md	Find and reach customers with just a prompt	L3	vertical	GTM/sales	active	none visible	high	base	clodo	unknown	unknown
Closera	YC S25	yc-2025.md	AI shopping agents for ecommerce stores	L3	vertical	ecommerce	active	none visible	high	base	closera	unknown	unknown
cloud humans	YC W21	yc-2021-22.md	GPT-based CX super agent answering support tickets	L3	vertical	customer service	active	$1.2M raised	normal			unknown	unknown
CloudCruise	YC W24	yc-2024.md	The developer platform for fast and reliable browser agents	L1	horizontal	general	active	$5M Seed	high	base	cloudcruise	unknown	unknown
Cloudflare Agents SDK	seed:L2	kp-platforms.md	Toolkit for building and deploying agents on Cloudflare Workers	L2	horizontal	general	active	500k weekly downloads Apr 2026	high	deep	cloudflare-agents-sdk	persistent	unknown
Coasts	YC F25	yc-2025.md	Localhost isolation and orchestration for parallel coding agents	L1	horizontal	general	active	none visible	high	base	coasts	multi-step	unknown
Coasty	YC S26	yc-2026.md	Computer-use agent for real software	X	horizontal	general	active	none visible	high	base	coasty	unknown	unknown
Codag	YC S26	yc-2026.md	Log compression for AI incident agents	L1	horizontal	general	active	none visible	high	base	codag	multi-step	unknown
Codebuff	YC F24	yc-2024.md	The CLI tool that writes code for you	L3	vertical	software engineering	active	none visible	high	base	codebuff	unknown	unknown
CodeRabbit	ext:L3	kp-vertical-a.md	Autonomous AI code review and change management	L3	vertical	software engineering	active	$143M at $1.5B valuation (2026)	high	deep	coderabbit	multi-step	usage
